	_id	category	counts	completions	average	broad_cats	predicted_cats	match?
447	zenodo.3731550	Virus Factors	3	3	1.0	Mechanism	['Mechanism', 'Treatment']	True
448	zenodo.3731556	Virus Factors	3	3	1.0	Mechanism	['Mechanism', 'Treatment']	True
451	zenodo.3746892	Virus Factors	3	3	1.0	Mechanism	['Mechanism', 'Treatment']	True
453	zenodo.3748120	Public Health Interventions	2	3	0.6666666666666666	Prevention	['Prevention']	True
458	zenodo.3749747	Public Health Interventions	3	3	1.0	Prevention	['Prevention', 'Forecasting']	True
460	zenodo.3749747	Forecasting	2	3	0.6666666666666666	Forecasting	['Prevention', 'Forecasting']	True
461	zenodo.3749747	Prevention	2	3	0.6666666666666666	Prevention	['Prevention', 'Forecasting']	True
462	zenodo.3749902	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
465	zenodo.3753552	Behavioral Research	3	3	1.0	Behavioral Research	['Forecasting', 'Behavioral Research', 'Information Sciences']	True
467	zenodo.3754719	Biologics	2	3	0.6666666666666666	Treatment	['Mechanism', 'Treatment']	True
471	zenodo.3757476	Pathology/Radiology	2	3	0.6666666666666666	Diagnosis	['Diagnosis']	True
472	zenodo.3757476	Symptoms	2	3	0.6666666666666666	Diagnosis	['Diagnosis']	True
479	zenodo.3767056	Pharmaceutical Treatments	2	3	0.6666666666666666	Treatment	['Mechanism', 'Treatment']	True
480	zenodo.3767056	Repurposing	2	3	0.6666666666666666	Treatment	['Mechanism', 'Treatment']	True
481	zenodo.3767056	Treatment	2	3	0.6666666666666666	Treatment	['Mechanism', 'Treatment']	True
483	zenodo.3779045	Treatment	2	3	0.6666666666666666	Treatment	['Mechanism', 'Treatment']	True
485	zenodo.3780132	Transmission	2	3	0.6666666666666666	Transmission	['Mechanism', 'Transmission']	True
487	zenodo.3780511	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism', 'Treatment']	True
489	zenodo.3782480	Public Health Interventions	2	3	0.6666666666666666	Prevention	['Prevention']	True
493	zenodo.3783636	Symptoms	2	3	0.6666666666666666	Diagnosis	['Diagnosis', 'Treatment']	True
495	zenodo.3784400	Forecasting	2	3	0.6666666666666666	Forecasting	['Forecasting', 'Information Sciences']	True
498	zenodo.3788733	Public Health Interventions	2	3	0.6666666666666666	Prevention	['Prevention', 'Forecasting', 'Environment', 'Information Sciences']	True
503	zenodo.3807765	Biologics	6	3	2.0	Treatment	['Mechanism', 'Treatment']	True
507	zenodo.3817447	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
511	zenodo.3819291	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
512	zenodo.3820094	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
513	zenodo.3820103	Mechanism	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
514	zenodo.3820103	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
515	zenodo.3820105	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
516	zenodo.3820107	Mechanism	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
517	zenodo.3820107	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
518	zenodo.3820109	Mechanism	3	3	1.0	Mechanism	['Mechanism']	True
520	zenodo.3820109	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
521	zenodo.3820121	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
522	zenodo.3820123	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
523	zenodo.3820125	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
524	zenodo.3820127	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
525	zenodo.3820135	Mechanism	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
526	zenodo.3820135	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
527	zenodo.3820137	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
528	zenodo.3820139	Mechanism	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
529	zenodo.3820139	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
530	zenodo.3820141	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
531	zenodo.3820143	Virus Factors	3	3	1.0	Mechanism	['Mechanism']	True
532	zenodo.3820143	Mechanism	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
533	zenodo.3820145	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
534	zenodo.3820147	Virus Factors	3	3	1.0	Mechanism	['Mechanism']	True
535	zenodo.3820187	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
536	zenodo.3820189	Virus Factors	3	3	1.0	Mechanism	['Mechanism']	True
537	zenodo.3820189	Mechanism	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
538	zenodo.3820193	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
542	zenodo.3823277	Pharmaceutical Treatments	2	3	0.6666666666666666	Treatment	['Mechanism', 'Treatment']	True
543	zenodo.3823277	Repurposing	2	3	0.6666666666666666	Treatment	['Mechanism', 'Treatment']	True
545	zenodo.3825310	Vaccines	2	3	0.6666666666666666	Treatment	['Mechanism', 'Treatment']	True
546	zenodo.3825509	Pharmaceutical Treatments	2	3	0.6666666666666666	Treatment	['Mechanism', 'Treatment']	True
547	zenodo.3832484	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism', 'Transmission']	True
549	zenodo.3833763	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism', 'Treatment']	True
550	zenodo.3833846	Public Health Interventions	2	3	0.6666666666666666	Prevention	['Prevention', 'Forecasting']	True
557	zenodo.3840465	Virus Factors	2	3	0.6666666666666666	Mechanism	['Mechanism']	True
564	zenodo.3855135	Prevention	2	3	0.6666666666666666	Prevention	['Prevention']	True
565	zenodo.3855135	Public Health Interventions	2	3	0.6666666666666666	Prevention	['Prevention']	True
567	zenodo.3860013	Medical Care	3	3	1.0	Treatment	['Treatment']	True
568	zenodo.3860013	Treatment	2	3	0.6666666666666666	Treatment	['Treatment']	True
569	zenodo.3860798	Virus Factors	3	3	1.0	Mechanism	['Mechanism', 'Treatment']	True
570	zenodo.3860798	Biologics	2	3	0.6666666666666666	Treatment	['Mechanism', 'Treatment']	True
572	zenodo.3862076	Public Health Interventions	2	3	0.6666666666666666	Prevention	['Transmission', 'Prevention']	True
