_id	category	counts	completions	average	broad_cats	predicted_cats	Curator_or_Algorithm	name	description
figshare12250913	Medical Care	2	3	0.666666667	Treatment	"['Prevention', 'Information Sciences']"	"Curator, Other cat"	Underlying Data: A critical review of initial 3D printed products responding to COVID-19 health and supply chain challenges	"This is the underlying data supporting a study titled ""A critical review of initial 3D printed products responding to COVID-19 health and supply chain challenges."" The paper can be accessed in full here https://doi.org/10.35241/emeraldopenres.13697.1<div> </div><div>This data lists in chronological order the 3D printed medical projects initiated prior to April 1, 2020, addressing supply chain shortages due to the COVID-19 pandemic. A full analysis of the data is provided in the paper.</div>"
figshare12250913	Treatment	2	3	0.666666667	Treatment	"['Prevention', 'Information Sciences']"	"Curator, Other cat"	Underlying Data: A critical review of initial 3D printed products responding to COVID-19 health and supply chain challenges	"This is the underlying data supporting a study titled ""A critical review of initial 3D printed products responding to COVID-19 health and supply chain challenges."" The paper can be accessed in full here https://doi.org/10.35241/emeraldopenres.13697.1<div> </div><div>This data lists in chronological order the 3D printed medical projects initiated prior to April 1, 2020, addressing supply chain shortages due to the COVID-19 pandemic. A full analysis of the data is provided in the paper.</div>"
figshare12253919	Classical epidemiology	2	3	0.666666667	Epidemiology	"['Prevention', 'Forecasting', 'Environment', 'Information Sciences']"	Both	Why has the number of COVID-19 confirmed cases in Africa been insignificant compared to other regions? A descriptive analysis	"Method 

The dataset contains several confirmed COVID-19 cases, number of deaths, and death rate in six regions. The objective of the study is to compare the number of confirmed cases in Africa to other regions.  

Death rate = Total number of deaths from COVID-19 divided by the Total Number of infected patients. 

The study provides evidence for the country-level in six regions by the World Health Organisation's classification. 

Findings 

Based on the descriptive data provided above, we conclude that the lack of tourism is one of the key reasons why COVID-19 reported cases are low in Africa compared to other regions. We also justified this claim by providing evidence from the economic freedom index, which indicates that the vast majority of African countries recorded a low index for a business environment. On the other hand, we conclude that the death rate is higher in the African region compared to other regions. This points to issues concerning health-care expenditure, low capacity for testing for COVID-19, and poor infrastructure in the region. 

Apart from COVID-19, there are significant pre-existing diseases, namely; Malaria, Flu, HIV/AIDS, and Ebola in the continent. This study, therefore, invites the leaders to invest massively in the health-care system, infrastructure, and human capital in order to provide a sustainable environment for today and future generations. Lastly, policy uncertainty has been a major issue in determining a sustainable development goal on the continent. This uncertainty has differentiated Africa to other regions in terms of stepping up in the time of global crisis. 

  "
figshare12270884	Epidemiology	2	3	0.666666667	Epidemiology	"['Transmission', 'Prevention', 'Forecasting']"	Both	Data_Sheet_1_Confinement Time Required to Avoid a Quick Rebound of COVID-19: Predictions From a Monte Carlo Stochastic Model.PDF	"How long should we self-isolate at home to reduce the chances of a second wave of COVID-19? This is a question that billions of people are wondering early 2020 due to the outbreak of the novel coronavirus SARS-CoV-2. This virus can produce a severe pneumonia that has killed over 230,000 people so far, was detected for the first time late 2019 in Wuhan (China), and has spread all over the world due, in part, to the difficulty of detecting and isolating asymptomatic or mild-symptomatic cases. In this paper, we explore how long suppression strategies (i.e., home confinement and social distancing) must be put into practice in highly populated cities to reduce the chances that a quick rebound of COVID-19 infections occur again over the next months. This is explored, using New York City (USA), San Francisco (USA), and Madrid (Spain) as case studies, through a simple but realistic Monte Carlo stochastic model that takes into account that part of the undetected infected individuals remain in circulation propagating the virus. Our simulations reflect that, if suppression strategies are not properly applied, they can be counterproductive because there are high chances that the confinement time has to be lengthened without reducing the total number of infections. We also estimate that, in the most conservative scenario and under the model assumptions, home confinement is effective if applied at least ~110 days in New York City, ~80 days in San Francisco, and ~70 days in Madrid, i.e., until mid-July 2020, early June 2020, and late May 2020, respectively. "
figshare12278249	Clinical	2	3	0.666666667	Clinical	['Diagnosis']	Curator	SARS-CoV-2 RNA in blood	"<a></a>This dataset provides supplementary material for a report of the prevalence of SARS-CoV-2 RNA in blood and blood products.     <b>Extended Data File 1: Metadata table providing data for prevalence of SARS-CoV-2 RNA in blood and blood products based on a systematic literature review. </b>Details of 28 citations are presented, and the 22 studies included in quantitative meta-analysis are indicated.     <b>Extended Data File 2: qRT-PCR quantification of vRNA from sera and viral culture assays.</b> Calculation of vRNA copy numbers, and qRT-PCR results in figure and table format.     <b>Underlying Data File 1: Metadata table providing underlying data for serum samples from adults with confirmed SARS-CoV-2 infection, based on RT-PCR nose/throat swab. </b>Sheet 1: samples obtained through patients recruited into a UK clinical cohort at Oxford University Hospitals NHS Foundation Trust (n=212 samples from 167 unique individuals). Cells highlighted in blue show follow-up samples collected from the same individual at different time points. Cells highlighted in orange show serum PCR positives. Sheet 2: samples obtained from convalescent donors a minimum of 28 days post resolution of symptoms, via NHS Blood and Transplant, NHSBT (n=142 samples from 142 individuals).   <b>RT-PCR Primer sequences: </b>provided in a .xlsx file.   <b> </b> <b>PRISMA checklist: </b>reporting for systematic review and meta-analysis   <b> </b> <b>STROBE checklist: </b>reporting for cohort studies   <b>Fig 4A-D:</b> raw, unedited microscope images of cell cultures. Dates of each image stored in the format YYYYMMDD.  (A) and (B) are controls: (A) Negative control Vero E6 cells in media;  (B) Cytopathic effect (CPE) in Vero E6 cells spiked with Victoria/01/2020 SARS-CoV-2. (C) and (D) are Vero E6 cells inoculated with 1/10 dilution of serum sample from sample VC12 (patient ID UKCOV040), that tested positive for SARS-CoV-2 RNA by RT-PCR: (C) Aberrant cellular effects at day 4 in a culture inoculated with VC12 at day 0;  (D) Normal appearance of cells at day 7 inoculated with 1/10 dilution of the culture supernatant of the VC12-challenged culture, illustrated in (C).   "
figshare12283697	Repurposing	2	3	0.666666667	Treatment	['Diagnosis']	Curator (keywords)	Covid_data (1).xlsx	"Comprehensive Meta-Analysis
Software (CMA) was employed to do the meta-analysis and graph settings. Estimations of effect were summarized by forest plots.
Data were expressed as risk ratios (RR) with 95% confidence intervals (CI) for
dichotomous outcomes. "
figshare12290696	Vaccines	3	3	1	Treatment	['Mechanism']	Curator	Figshare document.xlsx	"This data is associated with the manuscript '<a><b>ChAdOx1 nCoV-19 vaccination prevents SARS-CoV-2 pneumonia in
rhesus macaques'</b></a>"
figshare12309230	Forecasting	2	3	0.666666667	Forecasting	['Prevention']	Neither--Epidemiology	Linked COVID-19 Data: Johns Hopkins University (JHU) and European Centre for Disease Prevention and Control (ECDC)	"Linked COVID-19 Data derived from 

<strong>Johns Hopkins University</strong> 

and 

<strong>European Centre for Disease Prevention and Control</strong> 

using the COVID-19 Ontology 

<a href=""https://doi.org/10.5281/zenodo.3757828"">10.5281/zenodo.3757828</a> 

developed for the Linked COVID-19 Data Dashboard: <a href=""http://covid19data.link/"">http://covid19data.link</a> 

  

This files include data for 

<ul>
	<li>covid19_jhu.ttl - COVID-19 data collected by the JHU</li>
	<li>covid19_ecdc.ttl - COVID-19 data collected by the ECDC</li>
</ul>

This RDF files are based on 

<ul>
	<li>https://pomber.github.io/covid19/timeseries.json</li>
	<li>https://opendata.ecdc.europa.eu/covid19/casedistribution/json/</li>
</ul>

  "
figshare12332972	Virus Detection	2	3	0.666666667	Diagnosis	['Prevention']	Neither--Epidemiology	Linked COVID-19 Data: Robert Koch-Institut (RKI)	"Linked COVID-19 Data derived from 

<strong>Robert Koch Institute</strong> 

using the COVID-19 Ontology 

<a href=""https://doi.org/10.5281/zenodo.3757828"">10.5281/zenodo.3757828</a> 

developed for the Linked COVID-19 Data Dashboard: <a href=""http://covid19data.link/"">http://covid19data.link</a> 

  

This files include data for 

<ul>
	<li>covid19_rki*.ttl - single COVID-19 cases per day, collected by the RKI
	<ul>
		<li>https://www.arcgis.com/home/item.html?id=dd4580c810204019a7b8eb3e0b329dd6</li>
		<li>""confirmed"" is calcaulated by the column ""Refdatum""</li>
	</ul>
	</li>
	<li>covid19_rki_ger.ttl - COVID-19 cases per day for Germany, collected by the RKI</li>
	<li>covid19_rki_ger_cum.ttl - COVID-19 cases accumulated per day for Germany, collected by the RKI</li>
	<li>covid19_rki_fs.ttl - COVID-19 cases per day for the federal states in Germany, collected by the RKI</li>
	<li>covid19_rki_fs_cum.ttl - COVID-19 cases accumulated per day for the federal states in Germany, collected by the RKI</li>
</ul>

This RDF files are based on the NPGEO Corona Hub 2020 

<ul>
	<li>https://opendata.arcgis.com/datasets/dd4580c810204019a7b8eb3e0b329dd6_0.geojson</li>
	<li>https://npgeo-corona-npgeo-de.hub.arcgis.com/datasets/dd4580c810204019a7b8eb3e0b329dd6_0/data</li>
</ul>"
figshare12345491	Forecasting	2	3	0.666666667	Forecasting	['Prevention']	Neither--Epidemiology	Linked COVID-19 Data: Robert Koch-Institut (RKI)	"Linked COVID-19 Data derived from 

<strong>Robert Koch Institute</strong> 

using the COVID-19 Ontology 

<a href=""https://doi.org/10.5281/zenodo.3757828"">10.5281/zenodo.3757828</a> 

developed for the Linked COVID-19 Data Dashboard: <a href=""http://covid19data.link/"">http://covid19data.link</a> 

  

This files include data for 

<ul>
	<li>covid19_rki*.ttl - single COVID-19 cases per day, collected by the RKI
	<ul>
		<li>https://www.arcgis.com/home/item.html?id=dd4580c810204019a7b8eb3e0b329dd6</li>
		<li>""confirmed"" is calcaulated by the column ""Refdatum""</li>
	</ul>
	</li>
	<li>covid19_rki_ger.ttl - COVID-19 cases per day for Germany, collected by the RKI</li>
	<li>covid19_rki_ger_cum.ttl - COVID-19 cases accumulated per day for Germany, collected by the RKI</li>
	<li>covid19_rki_fs.ttl - COVID-19 cases per day for the federal states in Germany, collected by the RKI</li>
	<li>covid19_rki_fs_cum.ttl - COVID-19 cases accumulated per day for the federal states in Germany, collected by the RKI</li>
</ul>

This RDF files are based on the NPGEO Corona Hub 2020 

<ul>
	<li>https://opendata.arcgis.com/datasets/dd4580c810204019a7b8eb3e0b329dd6_0.geojson</li>
	<li>https://npgeo-corona-npgeo-de.hub.arcgis.com/datasets/dd4580c810204019a7b8eb3e0b329dd6_0/data</li>
</ul>"
figshare12355733	Risk Factors	2	3	0.666666667	Clinical	"['Diagnosis', 'Treatment']"	Both	Data_Sheet_1_Novel Insights Into Illness Progression and Risk Profiles for Mortality in Non-survivors of COVID-19.docx	"Background. The outbreak of COVID-19 has attracted the attention of the whole world. Our study aimed to describe illness progression and risk profiles for mortality in non-survivors. Methods. We retrospectively analyzed 155 patients with COVID-19 in Wuhan and focused on 18 non-survivors among them. Briefly, we compared the dynamic profile of biochemical and immune parameters and drew an epidemiological and clinical picture of disease progression from disease onset to death in non-survivors. The survival status of the cohort was indicated by a Kaplan–Meier curve. Results. Of the non-survivors, the median age was 73.5 years, and the proportion of males was 72.2%. Five and 13 patients were hospital-acquired and community-acquired infection of SARS-CoV-2, respectively. The interval between disease onset and diagnosis was 8.5 days (IQR, [4–11]). With the deterioration of disease, most patients experienced consecutive changes in biochemical parameters, including lymphopenia, leukocytosis, thrombocytopenia, hypoproteinemia, as well as elevated D-dimer and procalcitonin. Regarding the immune dysregulation, patients exhibited significantly decreased T lymphocytes in the peripheral blood, including CD3<sup>+</sup>T, CD3<sup>+</sup>CD4<sup>+</sup>Th, and CD3<sup>+</sup>CD8<sup>+</sup>Tc cells. By the end of the disease, most patients suffered from severe complications, including ARDS (17/18; 94.4%), acute cardiac injury (10/18; 55.6%), acute kidney injury (7/18; 38.9%), shock (6/18; 33.3%), gastrointestinal bleeding (1/18; 5.6%), as well as perforation of intestine (1/18; 5.6%). All patients died within 45 days after the initial hospital admission with a median survivor time of 13.5 days (IQR, 8–17). Conclusions. Our data show that patients experienced consecutive changes in biochemical and immune parameters with the deterioration of the disease, indicating the necessity of early intervention. "
figshare12355733	Host Factors	2	3	0.666666667	Mechanism	"['Diagnosis', 'Treatment']"	Curator	Data_Sheet_1_Novel Insights Into Illness Progression and Risk Profiles for Mortality in Non-survivors of COVID-19.docx	"Background. The outbreak of COVID-19 has attracted the attention of the whole world. Our study aimed to describe illness progression and risk profiles for mortality in non-survivors. Methods. We retrospectively analyzed 155 patients with COVID-19 in Wuhan and focused on 18 non-survivors among them. Briefly, we compared the dynamic profile of biochemical and immune parameters and drew an epidemiological and clinical picture of disease progression from disease onset to death in non-survivors. The survival status of the cohort was indicated by a Kaplan–Meier curve. Results. Of the non-survivors, the median age was 73.5 years, and the proportion of males was 72.2%. Five and 13 patients were hospital-acquired and community-acquired infection of SARS-CoV-2, respectively. The interval between disease onset and diagnosis was 8.5 days (IQR, [4–11]). With the deterioration of disease, most patients experienced consecutive changes in biochemical parameters, including lymphopenia, leukocytosis, thrombocytopenia, hypoproteinemia, as well as elevated D-dimer and procalcitonin. Regarding the immune dysregulation, patients exhibited significantly decreased T lymphocytes in the peripheral blood, including CD3<sup>+</sup>T, CD3<sup>+</sup>CD4<sup>+</sup>Th, and CD3<sup>+</sup>CD8<sup>+</sup>Tc cells. By the end of the disease, most patients suffered from severe complications, including ARDS (17/18; 94.4%), acute cardiac injury (10/18; 55.6%), acute kidney injury (7/18; 38.9%), shock (6/18; 33.3%), gastrointestinal bleeding (1/18; 5.6%), as well as perforation of intestine (1/18; 5.6%). All patients died within 45 days after the initial hospital admission with a median survivor time of 13.5 days (IQR, 8–17). Conclusions. Our data show that patients experienced consecutive changes in biochemical and immune parameters with the deterioration of the disease, indicating the necessity of early intervention. "
figshare12362162	Risk Factors	2	3	0.666666667	Clinical	"['Diagnosis', 'Treatment']"	Curator (broad category)	Laboratory findings of COVID-19: a systematic review and meta-analysis	"The Coronavirus Disease (COVID-19) pandemic first broke out in December 2019 in Wuhan, China, and has now spread worldwide. Laboratory findings have been only partially described in some observational studies. To date, more comprehensive systematic reviews of laboratory findings on COVID-19 are missing. We performed a systematic review with a meta-analysis to assess laboratory findings in patients with COVID-19. Observational studies from three databases were selected. We calculated pooled proportions and 95% confidence interval (95% CI) using the random-effects model meta-analysis. A total of 1106 articles were identified from PubMed, Web of Science, CNKI (China), and other sources. After screening, 28 and 7 studies were selected for a systematic review and a meta-analysis, respectively. Of the 4,663 patients included, the most prevalent laboratory finding was increased C-reactive protein (CRP; 73.6%, 95% CI 65.0–81.3%), followed by decreased albumin (62.9%, 95% CI 28.3–91.2%), increased erythrocyte sedimentation rate (61.2%, 95% CI 41.3–81.0%), decreased eosinophils (58.4%, 95% CI 46.5–69.8%), increased interleukin-6 (53.1%, 95% CI 36.0–70.0%), lymphopenia (47.9%, 95% CI 41.6–54.9%), and increased lactate dehydrogenase (LDH; 46.2%, 95% CI 37.9–54.7%). A meta-analysis of seven studies with 1905 patients showed that increased CRP (OR 3.0, 95% CI: 2.1–4.4), lymphopenia (OR 4.5, 95% CI: 3.3–6.0), and increased LDH (OR 6.7, 95% CI: 2.4–18.9) were significantly associated with severity. These results demonstrated that more attention is warranted when interpreting laboratory findings in patients with COVID-19. Patients with elevated CRP levels, lymphopenia, or elevated LDH require proper management and, if necessary, transfer to the intensive care unit. "
figshare12362162	Host Factors	2	3	0.666666667	Mechanism	"['Diagnosis', 'Treatment']"	Curator	Laboratory findings of COVID-19: a systematic review and meta-analysis	"The Coronavirus Disease (COVID-19) pandemic first broke out in December 2019 in Wuhan, China, and has now spread worldwide. Laboratory findings have been only partially described in some observational studies. To date, more comprehensive systematic reviews of laboratory findings on COVID-19 are missing. We performed a systematic review with a meta-analysis to assess laboratory findings in patients with COVID-19. Observational studies from three databases were selected. We calculated pooled proportions and 95% confidence interval (95% CI) using the random-effects model meta-analysis. A total of 1106 articles were identified from PubMed, Web of Science, CNKI (China), and other sources. After screening, 28 and 7 studies were selected for a systematic review and a meta-analysis, respectively. Of the 4,663 patients included, the most prevalent laboratory finding was increased C-reactive protein (CRP; 73.6%, 95% CI 65.0–81.3%), followed by decreased albumin (62.9%, 95% CI 28.3–91.2%), increased erythrocyte sedimentation rate (61.2%, 95% CI 41.3–81.0%), decreased eosinophils (58.4%, 95% CI 46.5–69.8%), increased interleukin-6 (53.1%, 95% CI 36.0–70.0%), lymphopenia (47.9%, 95% CI 41.6–54.9%), and increased lactate dehydrogenase (LDH; 46.2%, 95% CI 37.9–54.7%). A meta-analysis of seven studies with 1905 patients showed that increased CRP (OR 3.0, 95% CI: 2.1–4.4), lymphopenia (OR 4.5, 95% CI: 3.3–6.0), and increased LDH (OR 6.7, 95% CI: 2.4–18.9) were significantly associated with severity. These results demonstrated that more attention is warranted when interpreting laboratory findings in patients with COVID-19. Patients with elevated CRP levels, lymphopenia, or elevated LDH require proper management and, if necessary, transfer to the intensive care unit. "
figshare12365495	Clinical	3	3	1	Clinical	['Treatment']	Curator	Table_2_Core Outcome Set for Clinical Trials of COVID-19 Based on Traditional Chinese and Western Medicine.docx	"BackgroundDevelopment of a core outcome set (COS) for clinical trials for COVID-19 is urgent because of the pandemic wreaking havoc worldwide and the heterogeneity of outcomes in clinical trials. MethodsA preliminary list of outcomes was developed after a systematic review of protocols of clinical trials for COVID-19. Then, two rounds of the Delphi survey were conducted. Stakeholders were traditional Chinese medicine (TCM) experts, Western medicine (WM) experts, nurses, and the public. Patients with confirmed COVID-19 were also invited to participate in a questionnaire written in understandable language. Then different stakeholders participated in a consensus meeting by video conference to vote. ResultsNinety-seven eligible study protocols were identified from 160 clinical trials. Seventy-six outcomes were identified from TCM clinical trials and 126 outcomes were identified from WM clinical trials. Finally, 145 outcomes were included in the first round of the Delphi survey. Then, a COS for clinical trials of TCM and WM was developed. The COS included clinical outcomes (recovery/improvement/progression/death), etiology (SARS-CoV-2 nucleic-acid tests, viral load), inflammatory factor (C-reactive protein), vital signs (temperature, respiration), blood and lymphatic-system parameters (lymphocytes, virus antibody), respiratory outcomes (pulmonary imaging, blood oxygen saturation, PaO2/FiO2 ratio, arterial blood gas analysis, mechanical ventilation, oxygen intake, pneumonia severity index), clinical efficacy (prevalence of preventing patients with mild-to-moderate disease progressing to severe disease), and symptoms (clinical symptom score). Outcomes were recommended according to different types of disease. Outcome measurement instruments/definitions were also recommended. ConclusionThough there are some limitations for the research, such as insufficient patients and the public involvement, and the unbalanced stakeholders' region, the COS for COVID-19 may improve consistency of outcome reporting in clinical trials. It also should be updated with research progression. "
figshare12365495	Symptoms	2	3	0.666666667	Diagnosis	['Treatment']	Curator	Table_2_Core Outcome Set for Clinical Trials of COVID-19 Based on Traditional Chinese and Western Medicine.docx	"BackgroundDevelopment of a core outcome set (COS) for clinical trials for COVID-19 is urgent because of the pandemic wreaking havoc worldwide and the heterogeneity of outcomes in clinical trials. MethodsA preliminary list of outcomes was developed after a systematic review of protocols of clinical trials for COVID-19. Then, two rounds of the Delphi survey were conducted. Stakeholders were traditional Chinese medicine (TCM) experts, Western medicine (WM) experts, nurses, and the public. Patients with confirmed COVID-19 were also invited to participate in a questionnaire written in understandable language. Then different stakeholders participated in a consensus meeting by video conference to vote. ResultsNinety-seven eligible study protocols were identified from 160 clinical trials. Seventy-six outcomes were identified from TCM clinical trials and 126 outcomes were identified from WM clinical trials. Finally, 145 outcomes were included in the first round of the Delphi survey. Then, a COS for clinical trials of TCM and WM was developed. The COS included clinical outcomes (recovery/improvement/progression/death), etiology (SARS-CoV-2 nucleic-acid tests, viral load), inflammatory factor (C-reactive protein), vital signs (temperature, respiration), blood and lymphatic-system parameters (lymphocytes, virus antibody), respiratory outcomes (pulmonary imaging, blood oxygen saturation, PaO2/FiO2 ratio, arterial blood gas analysis, mechanical ventilation, oxygen intake, pneumonia severity index), clinical efficacy (prevalence of preventing patients with mild-to-moderate disease progressing to severe disease), and symptoms (clinical symptom score). Outcomes were recommended according to different types of disease. Outcome measurement instruments/definitions were also recommended. ConclusionThough there are some limitations for the research, such as insufficient patients and the public involvement, and the unbalanced stakeholders' region, the COS for COVID-19 may improve consistency of outcome reporting in clinical trials. It also should be updated with research progression. "
figshare12365498	Clinical	2	3	0.666666667	Clinical	['Treatment']	Curator	Table_3_Core Outcome Set for Clinical Trials of COVID-19 Based on Traditional Chinese and Western Medicine.docx	"BackgroundDevelopment of a core outcome set (COS) for clinical trials for COVID-19 is urgent because of the pandemic wreaking havoc worldwide and the heterogeneity of outcomes in clinical trials. MethodsA preliminary list of outcomes was developed after a systematic review of protocols of clinical trials for COVID-19. Then, two rounds of the Delphi survey were conducted. Stakeholders were traditional Chinese medicine (TCM) experts, Western medicine (WM) experts, nurses, and the public. Patients with confirmed COVID-19 were also invited to participate in a questionnaire written in understandable language. Then different stakeholders participated in a consensus meeting by video conference to vote. ResultsNinety-seven eligible study protocols were identified from 160 clinical trials. Seventy-six outcomes were identified from TCM clinical trials and 126 outcomes were identified from WM clinical trials. Finally, 145 outcomes were included in the first round of the Delphi survey. Then, a COS for clinical trials of TCM and WM was developed. The COS included clinical outcomes (recovery/improvement/progression/death), etiology (SARS-CoV-2 nucleic-acid tests, viral load), inflammatory factor (C-reactive protein), vital signs (temperature, respiration), blood and lymphatic-system parameters (lymphocytes, virus antibody), respiratory outcomes (pulmonary imaging, blood oxygen saturation, PaO2/FiO2 ratio, arterial blood gas analysis, mechanical ventilation, oxygen intake, pneumonia severity index), clinical efficacy (prevalence of preventing patients with mild-to-moderate disease progressing to severe disease), and symptoms (clinical symptom score). Outcomes were recommended according to different types of disease. Outcome measurement instruments/definitions were also recommended. ConclusionThough there are some limitations for the research, such as insufficient patients and the public involvement, and the unbalanced stakeholders' region, the COS for COVID-19 may improve consistency of outcome reporting in clinical trials. It also should be updated with research progression. "
figshare12365498	Symptoms	2	3	0.666666667	Diagnosis	['Treatment']	Curator	Table_3_Core Outcome Set for Clinical Trials of COVID-19 Based on Traditional Chinese and Western Medicine.docx	"BackgroundDevelopment of a core outcome set (COS) for clinical trials for COVID-19 is urgent because of the pandemic wreaking havoc worldwide and the heterogeneity of outcomes in clinical trials. MethodsA preliminary list of outcomes was developed after a systematic review of protocols of clinical trials for COVID-19. Then, two rounds of the Delphi survey were conducted. Stakeholders were traditional Chinese medicine (TCM) experts, Western medicine (WM) experts, nurses, and the public. Patients with confirmed COVID-19 were also invited to participate in a questionnaire written in understandable language. Then different stakeholders participated in a consensus meeting by video conference to vote. ResultsNinety-seven eligible study protocols were identified from 160 clinical trials. Seventy-six outcomes were identified from TCM clinical trials and 126 outcomes were identified from WM clinical trials. Finally, 145 outcomes were included in the first round of the Delphi survey. Then, a COS for clinical trials of TCM and WM was developed. The COS included clinical outcomes (recovery/improvement/progression/death), etiology (SARS-CoV-2 nucleic-acid tests, viral load), inflammatory factor (C-reactive protein), vital signs (temperature, respiration), blood and lymphatic-system parameters (lymphocytes, virus antibody), respiratory outcomes (pulmonary imaging, blood oxygen saturation, PaO2/FiO2 ratio, arterial blood gas analysis, mechanical ventilation, oxygen intake, pneumonia severity index), clinical efficacy (prevalence of preventing patients with mild-to-moderate disease progressing to severe disease), and symptoms (clinical symptom score). Outcomes were recommended according to different types of disease. Outcome measurement instruments/definitions were also recommended. ConclusionThough there are some limitations for the research, such as insufficient patients and the public involvement, and the unbalanced stakeholders' region, the COS for COVID-19 may improve consistency of outcome reporting in clinical trials. It also should be updated with research progression. "
figshare12365501	Clinical	3	3	1	Clinical	['Treatment']	Curator	Table_4_Core Outcome Set for Clinical Trials of COVID-19 Based on Traditional Chinese and Western Medicine.docx	"BackgroundDevelopment of a core outcome set (COS) for clinical trials for COVID-19 is urgent because of the pandemic wreaking havoc worldwide and the heterogeneity of outcomes in clinical trials. MethodsA preliminary list of outcomes was developed after a systematic review of protocols of clinical trials for COVID-19. Then, two rounds of the Delphi survey were conducted. Stakeholders were traditional Chinese medicine (TCM) experts, Western medicine (WM) experts, nurses, and the public. Patients with confirmed COVID-19 were also invited to participate in a questionnaire written in understandable language. Then different stakeholders participated in a consensus meeting by video conference to vote. ResultsNinety-seven eligible study protocols were identified from 160 clinical trials. Seventy-six outcomes were identified from TCM clinical trials and 126 outcomes were identified from WM clinical trials. Finally, 145 outcomes were included in the first round of the Delphi survey. Then, a COS for clinical trials of TCM and WM was developed. The COS included clinical outcomes (recovery/improvement/progression/death), etiology (SARS-CoV-2 nucleic-acid tests, viral load), inflammatory factor (C-reactive protein), vital signs (temperature, respiration), blood and lymphatic-system parameters (lymphocytes, virus antibody), respiratory outcomes (pulmonary imaging, blood oxygen saturation, PaO2/FiO2 ratio, arterial blood gas analysis, mechanical ventilation, oxygen intake, pneumonia severity index), clinical efficacy (prevalence of preventing patients with mild-to-moderate disease progressing to severe disease), and symptoms (clinical symptom score). Outcomes were recommended according to different types of disease. Outcome measurement instruments/definitions were also recommended. ConclusionThough there are some limitations for the research, such as insufficient patients and the public involvement, and the unbalanced stakeholders' region, the COS for COVID-19 may improve consistency of outcome reporting in clinical trials. It also should be updated with research progression. "
figshare12365501	Symptoms	2	3	0.666666667	Diagnosis	['Treatment']	Curator	Table_4_Core Outcome Set for Clinical Trials of COVID-19 Based on Traditional Chinese and Western Medicine.docx	"BackgroundDevelopment of a core outcome set (COS) for clinical trials for COVID-19 is urgent because of the pandemic wreaking havoc worldwide and the heterogeneity of outcomes in clinical trials. MethodsA preliminary list of outcomes was developed after a systematic review of protocols of clinical trials for COVID-19. Then, two rounds of the Delphi survey were conducted. Stakeholders were traditional Chinese medicine (TCM) experts, Western medicine (WM) experts, nurses, and the public. Patients with confirmed COVID-19 were also invited to participate in a questionnaire written in understandable language. Then different stakeholders participated in a consensus meeting by video conference to vote. ResultsNinety-seven eligible study protocols were identified from 160 clinical trials. Seventy-six outcomes were identified from TCM clinical trials and 126 outcomes were identified from WM clinical trials. Finally, 145 outcomes were included in the first round of the Delphi survey. Then, a COS for clinical trials of TCM and WM was developed. The COS included clinical outcomes (recovery/improvement/progression/death), etiology (SARS-CoV-2 nucleic-acid tests, viral load), inflammatory factor (C-reactive protein), vital signs (temperature, respiration), blood and lymphatic-system parameters (lymphocytes, virus antibody), respiratory outcomes (pulmonary imaging, blood oxygen saturation, PaO2/FiO2 ratio, arterial blood gas analysis, mechanical ventilation, oxygen intake, pneumonia severity index), clinical efficacy (prevalence of preventing patients with mild-to-moderate disease progressing to severe disease), and symptoms (clinical symptom score). Outcomes were recommended according to different types of disease. Outcome measurement instruments/definitions were also recommended. ConclusionThough there are some limitations for the research, such as insufficient patients and the public involvement, and the unbalanced stakeholders' region, the COS for COVID-19 may improve consistency of outcome reporting in clinical trials. It also should be updated with research progression. "
figshare12369743	Clinical	2	3	0.666666667	Clinical	['Treatment']	Curator	Table_1_Core Outcome Set for Clinical Trials of COVID-19 Based on Traditional Chinese and Western Medicine.docx	"BackgroundDevelopment of a core outcome set (COS) for clinical trials for COVID-19 is urgent because of the pandemic wreaking havoc worldwide and the heterogeneity of outcomes in clinical trials. MethodsA preliminary list of outcomes was developed after a systematic review of protocols of clinical trials for COVID-19. Then, two rounds of the Delphi survey were conducted. Stakeholders were traditional Chinese medicine (TCM) experts, Western medicine (WM) experts, nurses, and the public. Patients with confirmed COVID-19 were also invited to participate in a questionnaire written in understandable language. Then different stakeholders participated in a consensus meeting by video conference to vote. ResultsNinety-seven eligible study protocols were identified from 160 clinical trials. Seventy-six outcomes were identified from TCM clinical trials and 126 outcomes were identified from WM clinical trials. Finally, 145 outcomes were included in the first round of the Delphi survey. Then, a COS for clinical trials of TCM and WM was developed. The COS included clinical outcomes (recovery/improvement/progression/death), etiology (SARS-CoV-2 nucleic-acid tests, viral load), inflammatory factor (C-reactive protein), vital signs (temperature, respiration), blood and lymphatic-system parameters (lymphocytes, virus antibody), respiratory outcomes (pulmonary imaging, blood oxygen saturation, PaO2/FiO2 ratio, arterial blood gas analysis, mechanical ventilation, oxygen intake, pneumonia severity index), clinical efficacy (prevalence of preventing patients with mild-to-moderate disease progressing to severe disease), and symptoms (clinical symptom score). Outcomes were recommended according to different types of disease. Outcome measurement instruments/definitions were also recommended. ConclusionThough there are some limitations for the research, such as insufficient patients and the public involvement, and the unbalanced stakeholders' region, the COS for COVID-19 may improve consistency of outcome reporting in clinical trials. It also should be updated with research progression. "
